edx.forum.response.created;edx.forum.thread.created;load_video;openassessment.upload_file;pause_video;play_video;problem_check;problem_graded;problem_show;seek_video;seq_goto;seq_next;seq_prev;stop_video
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;6;0;0;3;0;0;0
0;0;24;1;13;84;45;45;0;63;28;4;6;8
0;0;17;1;13;27;13;13;2;7;4;8;2;2
0;0;3;0;2;2;10;10;3;0;0;5;1;1
1;0;8;0;9;21;17;17;0;6;5;0;0;1
0;0;0;0;0;0;2;2;1;0;0;0;0;0
1;0;0;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;0;0;5;5;1;0;5;0;0;0
0;0;21;1;13;32;47;47;4;4;24;6;0;8
4;0;23;3;19;65;37;37;5;41;37;19;5;12
0;0;0;0;0;0;10;10;0;0;0;0;0;0
0;0;42;1;81;810;26;26;17;236;56;1;0;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;9;0;3;5;8;8;0;4;21;0;0;0
4;0;12;3;4;43;16;16;5;7;5;16;10;2
0;0;6;1;3;5;12;12;2;0;19;6;4;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;10;1;56;117;12;12;4;23;10;9;1;4
1;0;11;0;15;1220;50;50;8;9;10;4;0;7
0;0;0;0;0;0;2;2;1;0;0;0;0;0
0;2;0;1;0;0;6;6;0;0;4;0;0;0
0;0;12;0;3;132;5;5;0;39;0;5;3;0
5;0;21;0;120;1279;19;19;2;63;2;11;2;2
0;0;0;0;0;0;7;7;1;0;0;0;0;0
1;0;13;1;1;1;73;73;9;0;45;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;12;12;0;0;0;1;0;0
0;0;5;0;1;7;6;6;0;3;0;0;0;0
1;0;3;0;0;4;15;15;3;1;17;6;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;0;2;0;0;8;8;0;0;7;2;0;0
0;0;3;0;2;4;0;0;0;0;2;0;0;0
2;0;12;1;4;35;10;10;0;26;2;6;2;1
0;0;17;4;9;13;8;8;1;0;15;4;0;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;4;0;2;4;5;5;1;1;6;0;0;1
0;0;3;0;1;6;5;5;2;0;3;0;0;0
0;0;0;2;0;0;8;8;1;0;3;0;0;0
0;0;4;2;7;10;19;19;2;4;4;0;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;15;5;25;46;23;23;4;18;36;1;1;5
0;0;8;1;9;35;12;12;6;9;7;4;1;1
1;0;1;0;0;1;0;0;0;0;0;0;0;0
1;0;0;0;0;0;5;5;4;0;2;1;2;0
2;0;4;0;2;8;8;8;2;4;0;1;0;0
4;1;19;1;20;93;25;25;9;21;40;3;2;3
3;0;0;1;0;0;19;19;4;0;1;2;0;0
1;0;0;0;0;0;2;1;0;0;0;0;0;0
0;0;16;0;21;45;32;32;6;17;7;14;4;8
1;0;7;0;13;21;23;23;3;8;2;0;0;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;4;0;0;0;17;17;1;0;15;1;0;0
0;2;9;1;5;23;34;34;5;15;22;6;2;3
0;0;7;0;0;2;6;6;1;0;2;2;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;2;0;2;12;2;2;1;10;2;0;0;0
0;0;0;0;0;0;5;5;0;0;0;0;0;0
1;0;10;0;7;34;14;14;2;18;11;3;3;6
0;0;2;0;0;3;0;0;0;1;3;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4;51;2;94;962;45;45;1;182;3;32;24;7
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;2;0;0;1;0;0;0;0;0;0;0;0
1;2;16;1;31;648;13;13;4;43;76;1;3;1
1;1;7;1;3;14;36;36;3;4;6;9;3;3
1;0;10;0;5;1196;15;15;1;32;14;4;2;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;6;2;0;0;0;0;0
0;0;13;1;18;142;14;14;1;14;16;0;0;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;25;6;15;177;36;36;5;7;86;0;0;6
0;0;0;0;0;0;10;10;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;0;3;6;11;11;1;4;3;0;0;0
1;0;1;0;0;0;0;0;0;0;10;0;0;0
0;0;0;0;0;0;11;11;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;23;1;11;40;29;29;8;19;30;5;1;7
1;0;18;1;19;32;26;26;1;7;17;8;2;4
0;0;6;0;3;27;4;4;1;16;12;0;0;0
0;0;0;0;0;0;6;6;0;0;0;0;0;0
0;0;1;0;0;1;15;15;1;0;0;0;0;0
0;0;5;0;1;2;23;23;5;0;41;0;0;0
0;0;0;0;0;0;2;2;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;9;0;1;7;7;7;5;3;12;3;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;1;1;0;0;19;19;2;0;5;4;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;1;0;0;0;0;2;0;0;0
0;0;0;0;0;0;3;3;2;0;0;0;0;0
0;0;9;1;12;40;86;86;3;25;9;7;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;1;2;5;44;44;0;0;3;1;0;0
0;0;0;0;0;0;6;6;1;0;17;4;0;0
0;0;0;0;0;0;27;27;1;0;0;1;1;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3;0;2;4;2;2;1;0;0;4;0;1
0;0;0;0;0;0;1;1;0;0;0;0;0;0
3;0;17;0;14;56;18;18;7;32;2;8;5;3
0;0;4;0;1;3;15;15;2;0;0;3;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;8;8;3;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;9;1;13;324;11;11;0;43;19;1;1;4
0;0;29;0;8;436;11;11;0;30;18;3;2;5
0;0;4;0;0;1;0;0;0;0;3;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;34;1;495;1057;34;34;2;106;36;5;1;9
0;0;0;4;0;0;7;7;2;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;7;7;0;0;0;0;0;0
1;3;27;0;15;1939;27;27;1;34;3;12;3;3
0;0;0;0;0;0;7;7;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;1;10;10;1;0;4;2;0;0
0;0;0;0;0;0;2;2;0;0;7;1;0;0
0;0;1;0;1;1;14;14;2;0;9;0;0;1
0;0;0;0;0;0;13;13;6;0;1;0;0;0
0;1;9;1;35;50;7;7;0;16;9;1;0;2
0;0;0;1;0;0;20;20;3;0;0;1;0;0
3;0;27;3;147;134;10;10;7;7;55;10;1;20
0;0;0;0;0;0;3;3;1;0;0;0;0;0
0;0;22;2;19;111;18;18;2;89;35;3;5;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3;0;1;4;4;4;1;2;0;0;0;0
0;0;0;0;0;0;19;19;1;0;0;2;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;9;1;2;6;20;19;4;0;47;0;1;2
0;5;6;1;1;11;22;22;2;5;0;3;0;1
0;0;6;0;16;547;25;25;3;17;0;1;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;5;5;0;0;0;0;0;0
0;0;6;1;3;8;14;14;7;1;4;2;0;2
1;0;3;0;8;18;9;9;1;10;4;0;0;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;5;0;0;2;0;0;0
0;0;10;1;10;21;26;26;1;5;3;8;0;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;9;0;2;14;12;12;0;9;14;8;6;1
2;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;8;2;3;24;22;22;5;19;8;3;0;0
0;0;0;4;0;0;18;18;1;0;12;2;1;0
0;0;4;1;5;7;19;19;0;1;30;2;0;1
1;0;3;0;0;5;0;0;0;0;7;0;0;0
0;1;3;1;0;0;19;19;0;0;0;2;1;0
1;0;1;0;0;0;6;6;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;6;5;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;1;6;30;30;1;4;4;4;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;12;12;2;0;5;2;0;0
0;0;0;0;0;0;10;10;2;0;0;0;0;0
0;0;0;0;0;0;2;2;0;0;0;0;0;0
0;0;0;0;0;0;7;7;1;0;0;0;0;0
0;0;0;0;0;0;8;8;3;0;0;0;0;0
1;0;16;0;2;7;16;16;2;0;8;1;1;1
0;0;1;0;0;0;9;9;0;0;1;0;0;0
0;0;4;0;10;12;1;1;1;1;14;0;0;2
0;0;12;2;5;21;17;17;3;8;11;11;0;0
0;0;12;0;22;49;11;11;4;29;15;0;0;1
0;0;3;1;5;10;7;7;0;6;14;4;4;1
0;0;0;0;0;0;3;3;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;3;2;2;6;31;31;7;3;8;1;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;8;0;8;27;19;19;0;5;5;1;1;1
0;0;0;0;0;0;4;4;0;0;0;0;0;0
1;0;5;0;6;16;6;6;1;9;18;0;0;1
1;0;20;1;17;128;73;73;5;31;31;6;2;5
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;10;10;3;0;8;2;2;0
0;0;16;0;4;15;16;16;2;8;10;3;0;2
0;0;13;0;11;106;29;29;4;7;8;0;0;7
1;0;14;1;12;901;53;48;10;27;123;5;1;5
1;0;11;1;9;25;18;18;5;30;30;0;0;4
1;0;1;0;1;1;16;16;1;0;0;0;0;0
1;0;11;1;10;24;16;16;0;10;2;2;0;6
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;10;10;5;0;0;0;0;0
0;0;2;0;24;16;13;13;9;4;6;1;0;1
1;0;7;0;7;9;28;28;6;0;16;1;0;2
0;0;0;0;0;0;12;12;1;0;3;2;0;0
0;0;4;0;1;3;30;29;4;0;2;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;2;3;3;0;0;8;1;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;1;3;3;1;0;5;0;0;1
0;0;0;0;0;0;3;3;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;2;1;0;4;14;14;6;3;0;1;0;0
1;0;9;0;1;6;12;12;2;4;20;0;0;0
1;0;1;0;1;2;0;0;0;2;3;0;0;0
0;0;0;0;0;0;28;28;5;0;0;0;0;0
1;0;2;0;0;1;0;0;0;0;7;2;0;0
0;0;7;0;1;2;0;0;0;0;12;0;0;0
3;0;4;0;1;4;62;62;3;1;33;1;0;1
0;0;0;0;0;0;5;5;1;0;0;0;0;0
0;0;8;2;8;12;34;34;1;3;17;9;2;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;20;20;0;0;14;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;9;1;9;242;19;19;5;6;0;2;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;3;0;1;5;19;19;0;0;2;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;26;1;33;316;60;60;1;97;54;5;3;2
1;0;18;0;7;501;21;21;3;28;50;4;0;0
0;0;14;1;18;123;19;19;3;7;24;9;1;3
0;0;2;0;0;0;8;8;5;0;7;0;0;0
6;0;2;1;1;4;7;7;6;2;2;0;0;0
0;0;1;0;0;0;67;67;0;0;10;2;2;0
0;0;3;0;4;6;13;9;1;4;2;0;0;1
0;0;18;0;15;63;28;28;1;33;67;6;2;2
1;0;27;1;32;491;34;34;0;94;47;3;1;10
1;0;4;0;0;0;6;5;0;0;18;0;0;0
0;0;0;0;0;0;4;4;0;0;0;0;0;0
1;0;24;1;10;129;33;33;5;34;44;1;1;7
1;0;10;1;11;145;41;41;6;20;4;0;0;5
0;1;2;0;4;8;9;9;0;4;3;0;0;0
0;0;0;0;0;0;3;3;0;0;0;0;0;0
0;1;1;1;0;2;10;10;3;2;11;3;1;0
1;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;4;2;0;0
0;0;18;1;2;8;15;15;3;0;0;4;0;2
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;28;1;165;211;40;40;4;55;84;3;1;12
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1;0;25;23;23;4;11;6;0;0;0
0;0;0;4;0;0;6;6;1;0;9;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;16;2;6;21;26;26;8;7;34;4;2;4
1;0;15;1;60;76;15;15;4;84;10;2;1;4
0;0;2;0;0;0;0;0;0;0;3;0;0;0
1;0;8;1;80;123;9;9;5;82;30;18;4;4
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;6;6;1;0;0;0;0;0
0;0;2;1;0;0;17;17;0;0;19;7;5;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;3;0;5;14;7;7;1;8;0;3;0;1
0;0;9;0;7;25;24;24;1;3;2;0;0;4
0;0;7;0;7;13;11;11;0;6;0;0;0;1
0;0;30;1;198;237;21;21;1;59;63;4;0;3
0;0;8;5;7;15;15;15;0;5;23;3;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;5;0;4;5;0;0;0;0;6;2;0;0
0;0;0;0;0;0;3;3;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;6;0;1;9;11;11;4;1;5;0;0;1
0;0;1;0;0;0;7;7;2;0;1;0;0;0
0;0;3;0;0;0;0;0;0;0;6;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;1;1;1;0;0;2;0;0;0
0;0;0;0;0;0;14;14;1;0;0;0;0;0
0;0;0;0;0;0;6;6;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;5;0;3;5;7;7;0;0;9;0;0;0
0;0;17;0;23;59;20;20;3;43;5;1;1;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;20;0;34;113;10;10;3;16;32;1;2;8
2;0;15;0;0;61;13;13;4;7;0;17;1;0
0;0;11;1;2;15;20;20;0;9;6;2;0;2
0;0;0;1;0;0;10;10;7;0;9;11;7;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;16;0;11;28;6;6;3;15;33;3;0;3
3;1;27;0;69;3008;42;42;3;84;26;0;0;9
0;0;4;1;4;5;11;11;1;1;7;2;1;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;4;0;8;61;15;15;1;6;0;0;0;3
0;0;0;0;0;0;31;31;8;0;2;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;3;0;1;4;1;1;1;2;0;0;0;0
0;1;18;2;12;22;12;12;2;8;46;3;0;5
3;0;20;0;12;33;28;28;4;13;53;0;5;9
0;0;2;0;2;2;5;5;0;0;0;0;0;1
1;0;13;1;11;29;14;14;2;14;8;8;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;3;3;2;0;0;0;0;0
1;0;1;0;0;1;4;4;3;0;0;0;0;0
3;3;0;1;0;0;10;10;1;0;3;1;0;0
1;0;0;0;0;0;22;22;3;0;11;2;1;0
0;1;48;2;123;1083;20;20;0;35;81;7;3;42
0;0;0;1;0;0;26;26;7;0;5;4;1;0
0;0;12;0;3;3;0;0;0;0;10;3;2;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;0;24;24;0;0;0;1;0;0
0;0;0;0;0;0;2;2;0;0;0;0;0;0
3;5;12;1;15;773;8;8;0;19;6;1;0;0
0;0;0;0;0;0;8;9;0;0;6;0;0;0
1;0;6;0;9;402;9;9;1;15;4;2;0;0
0;0;0;0;0;0;25;25;4;0;0;0;0;0
0;0;2;1;1;1;8;8;1;0;6;1;1;1
1;0;0;0;0;0;2;2;0;0;0;0;0;0
0;0;14;3;18;970;84;84;9;71;33;3;1;5
0;0;4;0;1;1;18;18;0;0;22;3;3;0
0;0;4;0;5;36;20;20;6;20;3;2;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;3;0;2;2;6;6;1;0;0;0;0;0
0;0;3;0;0;7;18;17;0;4;5;1;1;0
0;0;1;0;1;1;0;0;0;0;0;0;0;0
0;0;0;0;0;0;1;1;1;0;0;0;0;0
0;0;2;0;2;2;5;5;2;2;4;0;0;0
0;0;0;1;0;0;18;18;1;0;1;0;0;0
1;0;6;0;4;24;13;13;9;15;1;0;0;3
0;0;1;0;2;5;2;2;0;4;0;0;0;0
0;0;0;0;0;0;9;9;0;0;69;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2;0;0;0;6;6;0;0;0;0;0;0
0;0;0;0;0;0;22;22;0;0;26;3;0;0
1;0;1;0;0;2;26;26;7;1;12;1;0;0
0;0;17;1;14;37;12;12;2;12;11;3;1;5
0;0;2;0;0;0;3;3;1;0;5;2;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;8;8;0;0;1;0;0;0
0;0;0;0;0;0;2;2;2;0;0;0;0;0
0;0;0;1;0;0;6;6;0;0;4;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;11;6;55;92;12;12;4;38;16;0;0;2
0;0;11;0;23;58;24;24;3;32;12;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;5;5;5;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;10;10;6;0;4;0;0;0
3;0;11;0;22;38;21;21;2;2;10;1;0;4
0;0;0;0;0;0;4;4;0;0;0;0;0;0
0;0;3;1;0;0;7;7;0;0;2;2;0;0
0;0;3;0;0;2;12;12;2;1;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;9;1;4;8;23;23;9;0;2;2;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;15;0;57;420;5;5;1;21;30;0;0;6
0;0;0;0;0;0;10;10;2;0;0;0;0;0
0;0;4;0;3;11;7;7;1;8;2;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;3;3;1;0;0;0;0;0
1;0;7;0;2;4;8;8;4;0;3;0;0;1
0;0;13;0;8;38;6;6;0;26;24;0;0;3
0;0;0;0;0;0;5;3;0;0;0;0;0;0
0;0;0;0;0;0;6;6;1;0;0;0;0;0
1;1;5;0;1;4;47;47;2;0;0;3;0;0
0;0;15;1;6;53;12;12;0;43;22;1;0;4
0;0;0;0;0;0;7;7;2;0;7;1;0;0
1;0;1;0;0;1;4;4;2;0;0;0;0;0
0;0;0;0;0;0;1;1;0;0;0;0;0;0
2;0;9;0;14;43;38;38;1;8;1;7;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;10;0;8;11;3;3;1;0;1;10;0;7
0;0;11;0;33;51;26;26;4;20;4;4;4;2
1;0;17;0;16;341;22;22;0;22;0;11;0;13
0;0;1;0;0;0;4;4;1;0;9;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;1;0;0;6;6;1;0;1;10;1;0
0;0;0;0;0;0;9;9;0;0;0;2;0;0
1;0;7;1;7;21;29;29;5;6;17;0;0;5
0;0;13;0;22;42;25;25;1;11;15;1;0;3
0;0;9;0;9;28;23;23;3;15;6;0;0;3
1;0;18;1;133;221;40;40;0;66;42;12;2;5
0;0;0;0;0;0;0;0;0;0;3;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;2;9;0;0;0;3;3;1;0;34;6;2;0
0;0;4;0;0;3;23;23;3;1;1;0;0;0
