clase;edx.forum.response.created;edx.forum.thread.created;load_video;openassessment.upload_file;pause_video;play_video;problem_check;problem_graded;problem_show;seek_video;seq_goto;seq_next;seq_prev;stop_video
T;0;0;0;0;0;0;7;7;0;0;5;1;0;0
F;0;0;6;0;4;6;11;10;0;2;2;3;0;2
T;0;1;5;0;6;11;17;17;5;2;2;2;1;4
F;0;0;8;0;2;2;4;4;0;0;13;0;0;0
T;0;0;3;2;3;3;20;20;6;0;12;2;1;2
F;0;0;2;0;0;0;0;0;0;0;2;1;0;0
F;0;0;2;0;0;0;0;0;0;0;32;0;0;0
T;0;0;16;0;31;52;40;40;6;18;9;2;2;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;24;1;16;39;102;102;7;10;47;9;4;11
F;0;0;1;0;0;1;0;0;0;0;1;0;0;0
T;3;2;50;1;64;566;19;19;0;99;48;3;3;16
T;0;1;24;1;20;105;27;26;11;78;11;2;0;14
F;0;0;5;0;0;0;0;0;0;0;14;0;0;0
T;0;1;20;1;77;112;24;24;6;15;43;3;0;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;4;0;6;6;25;25;3;0;4;0;0;3
T;0;1;34;1;197;2053;7;7;2;95;57;3;3;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;34;15;6;11;19;19;7;9;85;3;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;3;7;1;1;0;0;0;0;0;0
T;0;0;20;2;15;46;139;139;3;21;50;3;1;3
T;0;0;6;1;0;656;17;17;5;11;10;1;0;0
T;1;1;1;1;0;1;7;7;4;0;10;6;1;0
T;0;0;5;4;4;4;51;51;16;0;21;0;1;1
F;0;0;1;0;0;2;6;6;2;1;2;0;0;0
T;0;1;17;0;30;48;30;30;1;11;32;6;2;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;6;6;0;0;0;0;0;0
T;0;0;0;1;0;0;7;7;1;0;0;3;2;0
F;0;0;0;0;0;0;5;5;0;0;0;0;0;0
T;0;0;12;2;18;603;44;44;3;39;0;2;1;1
F;0;0;3;1;2;3;19;19;0;0;9;2;0;0
T;0;0;0;1;0;0;16;16;0;0;4;1;0;0
T;0;0;5;1;1;470;10;10;2;8;4;5;0;0
F;0;0;0;0;0;0;9;9;2;0;4;0;0;0
F;0;0;0;0;0;0;5;5;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;34;34;8;0;0;1;0;0
T;0;1;3;0;1;2;21;21;2;0;10;0;0;1
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;0;1;0;1;0;0;6;6;6;0;0;2;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;18;18;0;0;0;2;0;0
T;0;0;7;1;1;1;30;30;4;0;12;3;0;1
F;0;0;0;0;0;0;0;0;0;0;3;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;0;0;0;0;2;2;1;0;0;0;0;0
F;0;2;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;8;2;2;2;7;6;0;0;0
F;0;1;9;0;13;52;24;24;0;41;0;1;0;5
T;0;1;23;1;17;31;70;70;6;8;16;10;2;13
T;0;0;19;1;19;2000;7;8;0;124;28;2;0;0
T;0;0;16;1;24;135;34;32;5;18;20;1;0;8
T;0;0;16;3;22;54;35;35;0;10;23;4;1;13
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;7;0;5;21;9;9;3;10;4;0;0;0
F;0;0;0;0;0;0;4;4;1;0;0;0;0;0
T;0;0;2;0;0;2;10;10;5;0;0;0;0;0
T;0;0;6;0;4;5;7;7;0;0;19;1;0;4
T;0;1;6;1;0;0;12;12;6;0;12;9;0;0
F;0;0;1;0;0;0;0;0;0;0;3;0;0;0
T;0;0;0;0;0;0;6;6;6;0;0;0;0;0
T;0;0;2;0;5;5;7;7;1;2;0;0;0;1
T;1;0;1;1;2;2;10;10;2;0;1;1;0;1
F;0;0;1;0;1;1;3;3;2;0;1;0;0;1
F;1;0;2;0;1;14;0;0;0;0;1;0;0;1
F;0;0;3;0;1;4;8;8;1;1;0;0;0;1
T;0;0;10;8;7;25;11;11;1;13;21;3;1;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;6;1;1;11;27;27;5;6;3;3;0;1
T;0;0;0;1;0;0;26;26;4;0;11;0;0;0
T;0;1;16;1;4;13;40;40;3;0;33;8;2;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;2;4;4;4;0;1;0;0;0;2
T;0;0;1;0;0;0;8;8;2;0;7;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
T;0;0;10;0;37;6553;13;13;2;30;14;1;0;2
T;0;0;2;1;1;13;8;8;2;13;0;6;3;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;13;0;6;13;13;13;3;3;1;0;0;1
T;0;0;0;0;0;0;14;14;0;0;0;0;0;0
T;0;0;5;3;30;76;57;57;2;49;0;5;1;5
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
F;0;0;14;2;88;118;51;51;1;31;12;3;1;10
F;0;0;3;0;2;65;6;6;1;7;0;1;0;2
T;0;1;4;0;0;19;9;9;3;5;4;1;0;0
F;1;0;9;0;4;10;18;18;1;0;0;8;1;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;9;9;6;0;0;4;1;0
T;0;1;26;0;14;50;19;19;3;18;19;0;0;11
F;0;1;1;0;0;0;4;4;2;0;0;0;0;0
F;0;0;11;0;8;27;15;15;1;11;9;0;0;3
T;0;0;18;1;4;12;26;26;3;4;54;9;2;3
T;0;0;5;0;5;9;14;14;0;3;0;1;0;3
T;0;0;0;1;0;0;14;14;1;0;10;1;0;0
T;0;1;2;2;5;70;42;41;4;1;17;9;5;0
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
F;0;1;5;0;9;14;12;12;1;12;11;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;2;0;1;1;4;4;0;0;0;1;0;1
F;0;0;1;0;2;3;2;2;0;0;1;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
F;0;0;1;0;0;0;7;7;4;0;0;0;0;0
T;0;0;5;0;0;251;11;11;8;18;0;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;0;0;0;0;0;0;4;1;0;0
F;0;1;2;0;4;19;1;1;0;15;0;0;0;0
T;0;0;32;0;41;469;42;42;2;21;50;0;0;6
T;0;1;5;0;0;10;8;8;7;6;8;2;0;0
F;0;0;1;0;0;1;0;0;0;0;1;3;0;0
T;0;1;7;0;7;11;20;20;6;3;0;3;0;3
T;0;2;1;0;0;1;23;23;0;0;20;2;1;0
T;0;0;8;0;3;14;34;33;7;9;18;2;0;0
F;0;0;10;0;2;9;8;8;0;2;32;5;5;2
F;0;0;1;0;0;0;4;4;2;0;2;0;0;0
F;0;1;0;0;0;0;4;4;1;0;0;1;0;0
F;0;0;1;0;1;2;8;8;4;0;0;0;0;0
T;0;0;17;1;14;48;52;52;3;23;5;0;0;5
F;1;0;1;0;1;2;12;12;3;0;0;0;0;0
F;0;0;24;0;1;1;0;0;0;0;5;0;0;0
T;0;0;28;1;10;3745;31;31;5;3;20;18;11;6
F;1;0;7;0;6;10;5;5;4;2;15;2;1;1
T;0;0;15;1;13;148;78;78;1;15;29;3;1;5
T;1;0;19;0;39;99;18;18;4;56;46;11;1;5
T;0;0;4;0;0;0;17;17;2;0;19;1;1;0
T;0;1;18;0;12;31;21;21;9;5;34;9;1;7
F;0;0;8;0;2;7;5;5;3;1;7;2;0;1
F;0;0;6;0;1;3;5;5;1;0;4;2;1;0
T;1;0;9;1;36;65;58;58;11;30;5;11;8;6
T;0;0;0;0;0;0;19;19;0;0;0;0;0;0
F;0;0;0;0;0;0;3;3;1;0;0;0;0;0
T;0;0;7;1;0;5;28;28;7;1;93;3;0;0
F;0;0;0;0;0;0;3;3;0;0;4;0;0;0
T;0;1;5;0;3;4;9;9;2;0;4;1;0;3
T;0;1;0;1;0;0;6;6;0;0;0;3;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;2;2;0;0;2;0;0;0
T;1;0;52;1;105;123;74;74;10;14;90;5;0;10
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
T;0;1;26;1;24;70;60;60;4;2;86;2;2;3
T;0;0;0;0;0;0;28;28;3;0;5;1;1;0
T;0;0;11;0;21;46;34;34;0;24;10;0;0;0
T;1;0;30;1;28;343;16;16;5;0;52;0;1;26
F;0;0;0;2;0;0;16;15;0;0;1;1;0;0
T;0;0;4;0;8;18;11;11;1;9;3;2;0;2
F;0;0;0;0;0;0;5;5;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;20;1;7;21;24;24;1;6;64;17;8;1
T;0;0;1;1;1;28;41;41;4;27;8;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;6;1;21;3831;9;9;1;3;2;1;0;4
T;0;0;74;1;27;136;33;33;1;72;177;5;2;9
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
F;0;0;0;0;0;0;17;17;1;0;1;0;0;0
F;0;0;12;1;10;20;46;46;0;8;20;3;1;8
T;2;0;16;2;35;42;16;16;3;23;27;8;4;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;9;4;8;82;107;107;1;71;10;4;2;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;5;1;3;12;7;7;4;4;26;0;0;1
F;0;0;5;0;0;1;3;3;2;0;1;1;0;0
T;0;2;15;2;9;41;67;67;2;19;67;3;0;1
F;0;0;0;0;0;0;14;14;3;0;1;0;0;0
T;0;0;0;2;0;0;6;6;4;0;1;2;1;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;33;0;31;73;15;15;0;23;74;1;0;13
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;0;0;0;0;2;2;0;0;0;0;0;0
T;1;0;4;0;2;6;15;15;7;3;4;0;0;1
T;0;0;8;1;4;5;32;32;1;0;68;9;1;2
F;0;0;1;0;1;1;0;0;0;0;4;0;0;0
F;1;0;4;0;16;18;1;1;1;5;3;1;0;1
F;0;0;7;0;6;8;5;5;1;1;1;2;1;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;2;1;7;329;8;8;0;2;30;3;1;0
F;1;0;15;0;186;263;26;26;0;87;24;2;0;0
F;0;0;1;0;0;0;12;12;1;0;5;0;0;0
F;0;0;0;0;0;0;11;11;0;0;2;0;0;0
F;0;0;1;0;0;0;5;5;0;0;4;4;0;0
F;0;0;1;0;0;0;0;0;0;0;1;0;0;0
F;0;0;0;0;0;0;4;4;1;0;1;0;0;0
T;0;0;38;1;17;421;12;12;4;51;54;3;0;4
T;0;0;5;0;2;2;25;25;1;0;7;1;0;0
T;6;0;74;2;56;413;57;57;1;139;244;2;0;11
T;0;0;2;0;1;3;7;7;0;0;0;1;0;0
T;0;0;7;0;5;12;18;18;2;7;32;1;1;0
F;1;1;1;1;5;29;11;11;1;23;0;1;1;0
T;2;0;16;0;119;147;17;17;0;38;21;3;0;3
T;0;0;2;1;5;9;10;10;0;5;10;1;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;2;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;10;10;0;0;1;0;0;0
F;0;0;1;0;0;0;5;5;1;0;0;0;0;0
T;1;1;9;1;1;3;74;74;3;0;7;1;0;1
F;0;0;2;1;2;5;20;20;0;2;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;4;0;0;9;12;12;6;7;3;1;0;0
T;0;0;6;1;0;4;16;16;3;0;93;2;0;0
T;0;0;14;2;2;3;110;109;13;0;35;3;0;0
F;0;0;7;0;13;18;15;15;0;4;22;1;0;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;1;3;0;0;0;0;2;0;0;0
T;0;0;1;2;0;0;20;20;0;0;8;1;0;0
T;0;1;17;0;25;54;23;23;2;13;13;4;3;3
F;0;0;1;0;1;2;1;1;1;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;7;1;4;30;24;22;3;22;13;2;0;0
T;1;2;71;1;113;159;18;18;3;24;137;2;1;19
F;0;0;1;0;0;0;4;4;1;0;6;0;0;0
F;0;0;4;0;2;2;0;0;0;1;4;0;0;0
T;0;0;4;0;9;16;15;15;7;6;1;5;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;14;1;51;106;19;19;0;54;44;8;4;14
F;0;0;14;0;13;17;6;6;3;0;21;1;1;9
T;2;0;2;0;1;1;7;7;0;0;2;4;1;1
T;2;0;4;0;1;4;54;54;5;1;3;4;1;1
F;0;0;4;0;0;5;32;32;3;3;2;1;0;0
T;0;0;6;0;13;32;13;13;7;18;1;4;0;4
F;0;0;2;0;0;13;0;0;0;11;7;2;0;0
F;0;0;4;0;1;15;9;9;0;2;9;14;0;0
T;0;1;2;0;0;1;42;42;0;0;3;1;0;0
T;0;0;9;1;6;18;6;6;5;8;14;0;0;3
T;0;0;2;1;2;4;14;14;0;1;9;0;0;1
F;0;0;2;0;0;0;25;25;0;0;9;1;0;0
T;0;0;1;1;0;0;93;91;2;0;5;24;13;0
F;0;0;2;0;1;4;10;10;1;1;9;0;0;1
F;1;2;13;0;7;146;34;34;6;14;2;8;1;3
F;0;0;3;0;1;1;0;0;0;0;21;0;0;1
T;0;0;3;0;0;0;33;33;3;0;16;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;2;0;4;6;24;24;16;1;0;1;0;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;0;4;5;5;1;2;8;1;0;0
F;0;0;0;0;0;0;3;3;0;0;16;0;2;0
F;0;1;1;0;1;1;3;3;1;0;0;0;0;1
F;0;0;1;0;1;1;4;4;0;0;0;0;0;0
T;0;0;13;0;4;19;25;25;0;4;23;0;0;2
F;0;0;2;0;0;0;0;0;0;0;10;0;0;0
T;0;0;4;1;1;1;11;11;3;0;36;6;2;0
T;0;0;3;2;1;14;27;27;4;0;13;0;0;1
F;0;1;1;0;1;3;2;2;1;2;1;0;0;1
F;0;0;0;0;0;0;0;0;0;0;12;0;0;0
F;0;0;0;0;0;0;0;0;0;0;4;0;0;0
T;0;0;5;3;1;3;8;9;5;0;0;2;1;1
F;0;0;1;0;0;1;3;3;2;0;2;2;0;0
T;0;0;8;1;6;15;7;7;6;5;5;1;1;1
T;0;0;0;0;0;0;26;26;2;0;1;0;0;0
T;1;0;4;1;1;4;17;17;3;0;25;1;0;0
T;0;0;15;1;42;64;10;10;6;20;10;1;2;10
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;23;0;17;49;29;29;2;24;22;1;1;11
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;16;1;13;21;12;12;8;7;56;0;0;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;1;0;0;6;6;2;0;11;0;1;0
F;0;0;2;0;12;14;2;2;2;0;0;0;0;0
T;0;0;63;11;95;794;30;30;6;71;99;2;0;17
F;1;0;1;0;14;24;3;3;1;11;18;2;0;0
F;0;0;0;0;0;0;6;6;3;0;1;0;0;0
F;0;1;7;0;3;31;9;9;4;27;3;1;0;1
T;0;0;8;0;3;186;39;39;1;12;10;1;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;3;1;1;3;22;22;2;0;5;6;5;1
F;0;0;0;0;0;0;0;0;0;0;5;0;0;0
T;0;0;4;0;1;5;32;32;0;1;8;1;0;1
T;0;0;10;0;5;144;17;17;4;60;9;0;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;3;0;1;3;18;18;0;0;18;8;0;0
T;0;0;12;2;14;21;13;13;3;3;1;9;2;2
F;0;0;1;0;4;7;5;5;3;4;6;2;1;0
F;0;0;1;0;0;0;22;22;1;0;3;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;0;0;0;0;0;0;4;1;1;0
F;0;0;2;0;0;0;0;0;0;0;0;0;0;0
T;1;0;13;1;11;94;14;14;3;81;11;4;3;2
F;0;0;1;0;0;0;3;3;1;0;1;0;0;0
F;0;0;2;0;0;0;0;0;0;0;1;0;0;0
T;0;0;3;1;2;2;11;11;10;0;2;1;1;0
T;0;0;0;0;0;0;22;22;0;0;0;1;0;0
T;0;1;3;1;2;3;7;7;7;0;14;2;0;0
T;0;0;34;2;15;129;72;72;5;96;74;3;3;6
T;0;0;0;1;0;0;8;8;0;0;0;2;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
T;0;0;0;1;0;0;10;10;1;0;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;3;0;2;3;0;0;0;0;2;1;0;0
T;0;0;1;0;0;0;15;15;0;0;1;0;0;0
F;1;0;12;0;9;32;99;99;7;24;9;0;0;2
F;0;0;2;0;1;2;0;0;0;0;1;1;0;0
F;0;0;1;0;4;253;6;6;2;3;0;0;0;1
F;0;0;17;0;15;19;13;13;2;4;10;0;0;2
F;0;0;4;1;2;3;27;27;0;0;15;2;1;0
T;0;0;3;0;0;1;18;18;6;0;1;0;0;0
F;0;0;82;0;2;7;3;3;1;1;102;16;5;0
F;0;0;0;0;0;0;6;6;1;0;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;2;11;0;51;61;30;30;3;12;27;10;8;0
F;0;1;2;0;1;1;4;4;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;1;0;0;1;6;6;1;0;3;1;0;0
F;0;0;2;0;3;6;0;0;0;2;4;0;0;1
F;0;0;5;0;0;2;7;7;2;0;21;0;0;0
F;0;0;0;0;0;0;0;0;0;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;8;8;5;0;0;0;0;0
T;0;0;0;0;0;0;6;6;0;0;1;0;0;0
T;1;0;1;1;0;0;10;10;0;0;2;0;0;0
T;0;1;0;1;0;0;9;9;0;0;4;0;2;0
F;0;0;4;0;4;8;2;2;1;2;2;0;0;2
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
T;0;0;19;0;294;430;17;17;3;158;9;6;1;11
F;0;0;1;0;0;0;0;0;0;0;16;1;0;0
F;0;0;2;0;2;66;5;5;2;6;2;0;0;0
T;0;0;6;1;0;6;37;37;0;2;7;0;0;0
T;0;0;0;0;0;0;6;6;0;0;0;0;0;0
T;0;0;0;1;0;0;12;12;0;0;0;4;4;0
T;0;0;3;1;0;1;12;12;0;0;0;2;1;0
F;0;0;0;0;0;0;43;43;2;0;0;0;0;0
T;0;0;34;2;9;985;238;239;2;21;80;0;1;6
F;0;0;3;0;2;4;0;0;0;2;2;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;0;0;0;0;6;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;1;1;0;0;2;0;0;0
T;0;0;9;1;3;6;9;4;2;0;10;4;1;2
F;0;0;1;0;0;0;17;17;0;0;6;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;2;4;7;12;12;2;2;33;1;1;0
F;0;0;3;0;11;23;0;0;0;13;9;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;7;0;3;5;21;21;5;2;3;0;0;1
T;0;0;31;0;6;29;97;97;18;17;60;2;1;5
T;0;0;0;0;0;0;9;9;0;0;2;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;17;17;2;0;0;4;1;0
F;0;2;4;0;4;11;15;15;5;5;11;0;0;0
T;0;1;4;1;4;8;7;7;1;0;7;2;0;0
T;1;0;16;0;29;219;17;17;1;81;3;1;0;6
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;74;3;140;590;29;29;4;123;117;0;0;9
T;1;0;22;1;17;60;16;14;3;32;47;3;1;9
F;0;0;2;0;0;4;0;0;0;2;7;0;0;0
T;0;0;0;1;0;0;6;6;0;0;1;0;0;0
T;0;0;1;1;1;1;18;18;15;0;14;3;1;0
F;0;0;0;1;0;0;0;0;0;0;0;1;0;0
T;0;0;8;0;6;12;34;34;0;2;4;0;0;0
T;0;0;0;0;0;0;41;41;5;0;15;2;0;0
T;0;0;14;1;19;190;16;16;10;13;55;2;0;1
T;0;0;18;1;6;34;44;44;2;26;29;0;0;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;14;0;5;27;23;23;0;18;29;1;0;2
T;0;1;6;0;2;23;28;28;3;2;16;6;2;1
F;0;0;4;0;2;7;15;15;5;2;4;3;2;2
T;0;0;0;2;0;0;8;8;1;0;5;2;1;0
T;0;0;6;0;12;40;20;20;2;27;19;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;0;2;5;29;29;2;1;11;4;1;2
T;0;0;0;1;0;0;10;10;1;0;0;2;1;0
T;3;1;28;1;34;78;23;23;1;45;36;2;1;5
F;0;0;1;0;1;2;4;4;1;0;4;0;0;0
T;0;0;0;1;0;0;7;7;0;0;1;0;0;0
F;0;0;2;0;2;3;3;3;1;1;0;0;0;1
T;0;0;0;4;0;0;19;19;8;0;17;2;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;0;0;1;14;14;5;0;1;0;0;0
F;0;0;4;0;4;4;1;1;0;0;4;7;0;4
T;0;1;5;0;4;26;6;6;5;21;1;0;0;2
F;0;0;1;0;2;2;11;11;1;0;3;0;0;0
T;0;0;0;2;0;0;17;17;0;0;8;2;2;0
T;0;2;7;2;27;42;32;31;2;9;14;5;3;4
F;0;1;2;0;0;1;3;3;0;0;0;0;0;0
