clase;edx.forum.response.created;edx.forum.thread.created;load_video;openassessment.upload_file;pause_video;play_video;problem_check;problem_graded;problem_show;seek_video;seq_goto;seq_next;seq_prev;stop_video
F;0;0;6;1;2;3;9;9;0;0;33;4;0;1
F;0;0;2;0;1;2;16;16;0;0;4;0;0;1
T;0;0;0;0;0;0;17;17;2;0;16;0;0;0
T;0;0;1;0;0;1;73;72;2;0;28;0;0;0
T;0;0;16;1;1;179;71;71;3;3;25;2;1;0
F;0;0;2;0;0;2;4;4;2;0;10;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;0;1;0;0;36;32;5;0;7;2;1;0
F;0;0;0;0;0;0;16;16;3;0;1;0;0;0
T;1;0;1;0;0;0;69;69;5;0;13;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;20;5;47;91;24;24;1;41;65;3;1;10
F;0;0;12;0;5;16;42;42;3;6;9;2;0;2
T;1;0;9;3;2;5;72;72;5;1;22;6;1;1
T;0;0;29;1;25;318;33;33;3;17;42;6;5;7
F;0;0;2;0;1;1;0;0;0;0;0;0;0;1
T;0;1;12;0;3;30;46;46;1;21;19;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;13;1;12;18;10;10;4;2;24;7;4;9
T;1;1;11;1;115;644;60;60;2;70;15;0;1;1
F;0;0;1;0;1;1;4;4;1;0;2;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;0;0;11;0;5;368;70;70;1;4;5;11;1;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;4;24;1;20;80;48;48;6;15;28;3;1;10
F;0;0;0;0;0;0;15;15;0;0;1;1;0;0
T;1;1;3;0;5;10;12;12;9;4;2;2;0;2
T;1;1;19;0;31;277;8;8;0;54;43;5;1;6
F;0;0;1;0;0;0;1;1;0;0;1;0;0;0
F;0;1;1;0;0;22;2;2;1;0;5;0;0;0
F;0;0;11;0;6;20;6;6;3;0;9;0;0;5
T;0;0;9;1;2;18;139;139;7;14;9;24;5;1
F;0;0;0;0;0;0;4;4;2;0;1;3;0;0
T;2;0;53;4;511;742;38;38;6;253;24;3;2;41
T;0;1;2;2;2;2;12;12;0;0;1;1;0;1
T;0;0;3;1;14;32;12;12;2;22;7;6;0;0
F;0;0;6;0;8;10;5;5;0;9;8;0;0;2
T;0;0;0;1;0;0;19;19;1;0;0;1;0;0
T;0;0;13;2;6;7;52;52;1;6;41;1;0;3
T;1;0;45;1;260;724;8;8;0;267;73;8;1;6
T;0;0;19;1;16;30;17;17;0;4;8;4;1;8
F;1;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;2;20;1;17;40;8;8;0;23;51;7;4;2
T;0;0;9;0;1;3;29;29;0;0;2;1;1;1
F;0;0;4;0;6;26;15;15;0;19;7;0;0;0
T;0;0;7;0;6;24;12;12;1;6;7;5;0;5
T;0;0;16;0;12;495;84;85;8;48;8;2;0;3
T;0;3;8;2;3;9;32;32;0;9;12;2;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;7;1;8;18;35;35;1;6;6;1;0;8
T;0;1;9;0;9;23;27;27;1;13;41;0;0;4
F;0;0;1;0;0;0;0;0;0;0;1;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;1;1;12;1;13;20;10;10;2;4;4;1;0;3
F;0;0;12;0;4;10;46;46;3;2;15;8;5;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;11;9;75;5;51;193;178;178;0;104;89;7;4;38
T;0;0;4;1;13;26;22;22;1;1;71;2;0;1
F;1;1;1;0;1;1;0;0;0;0;5;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;1;5;4;3;1;1;1;0;0;1
F;0;0;9;0;36;770;7;7;3;21;3;0;0;3
T;1;0;9;2;56;77;29;29;17;26;7;9;4;2
T;2;1;33;1;25;608;29;29;5;42;57;3;0;9
F;0;0;8;0;8;24;8;8;4;16;7;1;0;2
F;0;1;12;0;1;15;13;13;1;6;5;1;0;0
F;0;0;7;0;3;20;10;10;2;12;23;0;0;1
F;0;0;3;0;2;17;39;39;1;14;13;1;1;1
F;0;0;2;0;1;1;2;2;1;0;0;2;0;1
T;2;2;18;1;46;118;28;28;6;90;24;4;1;4
T;0;0;5;1;4;11;44;44;5;11;7;2;0;0
T;1;0;1;0;3;4;9;9;1;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;1;5;1;1;0;4;0;1;0;0
T;0;0;2;0;0;0;21;21;3;0;5;0;0;0
F;0;0;4;0;3;4;3;3;0;0;5;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;8;1;30;46;15;15;0;20;6;2;0;3
F;0;0;3;0;2;2;1;1;0;1;47;0;0;2
F;1;0;3;0;2;13;1;1;1;5;0;0;0;1
T;1;1;19;1;8;10;23;20;2;3;46;8;3;5
F;0;0;2;0;1;3;12;12;0;0;2;0;0;1
T;1;0;15;1;13;1209;41;40;1;8;35;6;0;1
T;0;0;9;1;14;32;27;27;0;12;33;0;0;1
F;0;0;2;0;0;0;0;0;0;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;5;0;0;0
T;0;0;4;0;3;8;10;10;6;0;5;0;0;2
T;0;1;10;0;19;71;25;25;9;11;15;8;0;5
F;0;0;6;0;8;12;4;4;0;0;14;5;0;3
F;0;1;2;0;3;30;5;5;2;26;0;1;0;0
F;0;0;1;0;0;1;2;2;0;0;2;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;4;4;0;0;0;1;0;0
F;0;0;2;0;0;2;6;6;1;0;3;0;0;0
T;0;0;18;0;16;71;10;10;1;7;13;4;1;10
F;0;0;3;0;1;2;8;8;0;0;0;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;2;0;1;1;9;9;0;0;0;0;0;0
T;0;0;30;1;17;713;42;42;6;33;49;25;11;9
F;0;0;6;0;2;4;42;42;9;0;1;3;1;1
F;0;0;0;0;0;0;2;2;2;0;0;0;0;0
F;0;0;2;0;1;2;2;2;0;0;1;0;0;0
T;1;0;3;0;4;24;14;14;2;0;2;0;0;1
F;0;0;1;0;1;1;0;0;0;0;4;0;0;1
T;0;0;0;1;0;0;85;85;1;0;0;1;0;0
T;1;0;17;2;12;23;48;48;3;5;23;3;2;4
T;0;0;38;1;26;1616;27;27;3;89;43;1;0;17
T;0;0;8;2;4;11;45;45;2;4;3;5;2;3
T;0;1;4;1;2;14;9;9;0;6;1;4;1;1
F;0;0;3;0;3;5;1;1;0;2;3;1;0;1
F;0;0;0;0;0;0;1;1;0;0;0;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
F;0;0;1;0;0;0;5;5;2;0;0;0;0;0
T;0;2;4;0;2;3;25;25;3;1;18;0;0;0
T;0;0;1;1;0;0;33;33;4;0;16;6;1;0
F;1;0;1;0;0;1;3;3;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;6;0;0;0
T;0;0;3;0;1;2;8;8;2;0;4;0;0;1
F;0;0;7;0;4;11;13;13;4;2;21;0;0;2
F;0;0;8;0;58;68;10;10;3;16;4;0;0;3
T;0;1;12;2;14;38;20;20;5;19;50;3;2;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;9;1;2;6;18;18;11;2;6;0;0;2
T;0;0;3;0;0;1;7;7;3;0;6;0;0;0
F;0;0;2;0;2;4;1;1;1;0;0;0;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;14;0;12;19;20;20;2;8;39;3;4;2
T;0;1;12;2;9;680;32;32;0;20;13;8;2;2
T;0;0;2;2;0;0;18;18;2;0;2;3;0;0
F;0;0;2;0;0;0;0;0;0;0;0;0;0;0
T;0;0;27;1;10;28;26;26;2;1;98;7;1;8
F;0;0;0;0;0;0;1;1;0;0;0;0;0;0
T;0;0;9;0;5;14;23;23;3;3;3;1;0;3
T;0;0;0;1;0;0;10;10;0;0;1;0;0;0
T;0;1;10;2;4;23;25;25;1;11;28;5;4;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;15;0;28;279;14;14;6;29;1;2;1;1
F;0;0;2;0;0;1;11;11;4;0;6;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;8;0;11;58;4;4;2;7;0;0;0;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;4;0;0;4;16;16;7;1;3;2;1;0
T;0;0;6;0;0;4;35;35;0;1;17;2;0;0
T;1;0;5;2;8;8;62;62;3;0;11;1;1;2
T;0;0;25;4;18;51;89;89;1;24;44;15;2;6
F;0;0;2;0;3;7;2;2;0;1;0;2;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;6;0;8;13;13;13;6;4;5;1;0;3
F;0;1;1;0;0;1;5;5;1;0;3;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;3;1;0;0;11;11;4;0;23;3;1;0
T;0;0;5;0;1;2;29;29;2;0;5;0;0;1
T;0;0;7;0;18;43;56;56;9;24;3;2;0;7
T;0;0;25;0;28;1148;29;29;0;64;29;1;0;2
F;0;1;7;0;3;6;7;7;3;0;2;0;0;3
T;0;0;0;1;0;0;18;18;0;0;1;0;0;0
F;0;1;4;0;3;7;0;0;0;3;7;2;1;2
F;0;0;18;0;8;10;8;8;1;0;28;0;0;4
T;1;0;16;1;38;50;36;36;3;7;74;7;1;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;4;28;4;4;0;27;5;2;0;1
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;26;0;0;0;0;0;0;0;0;9;3;0
T;1;1;29;3;75;92;90;90;3;17;22;5;3;3
T;0;0;0;1;0;0;17;17;4;0;2;2;1;0
F;0;0;1;0;5;6;1;1;0;0;0;1;0;0
T;0;0;30;1;42;63;36;36;0;12;50;0;1;7
F;3;0;4;0;2;6;12;12;1;3;16;2;0;0
T;0;1;3;3;0;1;7;8;2;0;4;2;1;0
F;0;0;2;0;2;3;2;2;0;0;11;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;4;1;0;0;20;20;1;0;3;0;0;0
T;0;0;2;1;0;4;36;34;0;0;3;2;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;6;0;8;16;2;2;0;8;15;0;0;3
T;0;0;13;0;2;18;7;7;0;10;3;0;0;1
T;0;1;22;1;30;62;22;22;3;25;17;3;0;4
F;0;0;0;0;0;0;1;1;1;0;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;6;6;3;0;0;1;0;0
F;0;0;2;0;0;3;2;2;1;1;6;0;0;0
F;0;0;1;0;0;2;7;7;1;0;10;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;0;1;7;2;70;96;30;30;1;33;66;6;5;2
F;0;0;5;0;3;8;6;6;2;2;8;1;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;7;7;0;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;9;0;13;18;18;18;0;1;1;2;1;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;2;0;1;6;8;8;0;4;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;3;3;0;0;3;1;0;0
T;0;0;24;0;30;68;32;32;3;44;62;4;2;5
F;0;1;44;0;2;26;0;0;2;3;85;0;0;2
F;1;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;22;2;34;54;11;11;1;5;38;8;5;12
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;9;0;32;58;38;38;0;31;3;0;0;8
T;0;0;2;2;0;2;26;26;1;0;2;9;2;0
T;0;0;20;4;22;36;25;25;3;8;63;8;1;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;33;1;25;477;41;41;1;45;55;11;2;8
F;0;0;1;0;1;1;0;0;0;0;0;0;0;0
T;3;2;20;1;33;92;36;36;7;31;17;1;1;13
T;0;0;2;0;0;0;9;9;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;3;0;8;19;12;12;7;11;0;0;0;0
T;0;0;23;0;34;68;92;91;6;38;61;1;0;7
T;0;0;1;1;0;22;9;9;1;1;4;2;0;0
F;0;1;22;0;23;37;15;15;2;9;19;1;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;10;10;0;0;0;2;1;0
T;0;0;33;1;29;94;26;26;0;56;79;4;1;2
T;0;1;4;0;1;4;15;15;5;0;2;1;0;0
T;1;1;2;0;0;1;15;15;7;0;11;5;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;1;4;1;1;2;18;18;5;0;17;0;1;0
T;1;2;17;1;5;16;38;38;3;5;33;0;3;1
T;0;0;2;3;8;12;31;31;0;5;1;3;1;2
T;0;0;4;1;1;62;38;38;3;7;10;0;0;0
F;0;0;4;0;0;1;3;3;0;0;4;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;19;0;13;46;39;39;0;25;75;4;4;2
F;0;0;0;0;0;0;19;19;0;0;0;0;0;0
F;0;0;0;0;0;0;4;4;2;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;3;0;1;3;6;6;2;1;1;1;0;1
T;0;0;12;0;3;10;65;65;1;4;5;1;0;2
T;0;0;8;1;20;40;24;24;6;22;15;3;3;6
F;0;0;2;0;0;1;16;16;3;0;1;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;5;1;14;15;10;10;0;7;19;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;7;0;7;30;5;5;1;23;0;1;0;2
T;0;0;12;1;3;6;15;15;0;1;11;1;0;1
T;0;0;11;1;10;46;36;36;0;35;41;1;1;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;1;8;33;33;11;6;1;15;5;0
F;0;0;1;0;1;2;8;8;3;0;17;0;0;0
T;1;0;23;1;64;91;50;50;0;23;23;2;0;7
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;9;9;4;0;0;0;0;0
T;0;0;8;0;3;6;16;16;6;0;1;1;0;3
T;0;0;2;0;0;1;29;29;0;0;3;0;0;0
T;0;0;0;1;0;0;52;52;3;0;0;1;0;0
T;0;0;18;0;5;60;45;45;3;54;1;10;5;0
F;0;0;0;0;0;0;8;4;1;0;0;4;2;0
F;1;0;3;0;1;3;8;8;1;1;6;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;7;1;4;21;9;9;0;2;19;0;0;1
F;0;0;8;0;27;48;53;53;8;19;5;0;0;11
F;0;0;0;0;0;0;5;5;2;0;12;0;0;0
T;1;1;16;1;35;101;44;43;5;15;28;0;0;4
F;0;0;5;0;0;0;0;0;0;0;5;0;0;0
F;0;1;1;0;3;4;18;18;2;0;2;0;0;0
T;0;0;11;1;31;77;29;29;9;52;8;2;0;2
F;0;0;1;0;0;0;42;42;1;0;0;2;2;0
F;0;0;15;0;4;39;51;48;2;29;9;4;1;2
T;0;1;3;1;4;7;44;44;1;4;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;0;0;0;29;28;2;0;1;1;0;0
F;0;1;1;0;1;1;22;22;3;0;0;0;0;0
F;1;0;0;0;0;0;10;10;0;0;3;0;0;0
T;0;0;30;0;16;35;7;7;7;7;46;2;1;14
T;2;0;25;3;8;57;16;13;0;40;64;14;11;4
T;0;0;1;1;0;0;9;9;2;0;2;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;2;6;39;2;315;401;54;54;1;75;48;20;4;5
T;0;1;6;0;2;2;10;10;0;1;6;1;0;1
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;12;0;2;11;24;24;2;56;1;14;1;1
T;0;1;24;0;21;29;7;7;0;0;35;4;1;7
F;0;0;0;0;0;0;0;0;0;0;2;0;0;0
F;0;1;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;11;0;10;25;16;16;7;38;7;3;1;8
F;0;1;1;0;2;3;0;0;0;1;7;2;0;0
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
F;0;0;2;0;2;10;7;7;1;7;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;3;4;1;1;0;0;2;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;1;1;1;1;0;2;1;0;0
T;0;0;9;0;16;8566;19;19;5;70;3;0;0;4
F;1;0;2;0;1;4;3;3;0;0;1;1;0;1
T;0;0;5;1;1;2;21;21;1;0;2;2;1;0
T;1;1;13;1;2;6;6;6;1;1;29;1;1;2
F;0;0;0;0;0;0;15;15;1;0;1;0;0;0
T;0;0;6;2;3;3;48;48;0;0;51;5;1;0
T;0;0;2;0;4;16;36;36;7;11;0;12;2;0
F;0;0;2;0;0;2;6;6;2;0;1;1;0;0
T;0;0;2;0;3;3;13;13;5;0;10;1;0;0
T;0;1;15;1;166;341;10;10;5;76;0;3;0;0
T;0;0;0;3;0;0;20;20;8;0;6;2;0;0
F;0;0;1;0;2;2;0;0;0;0;1;0;0;0
T;0;0;4;1;1;1;7;7;3;0;7;5;1;1
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;2;2;3;3;1;0;2;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;13;13;7;0;1;1;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;1;1;0;0;0;0;0;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;3;16;1;16;34;102;102;4;15;32;2;1;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;7;0;15;139;37;37;1;9;15;4;3;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;2;3;0;0;0;0;1;0;0;0
T;0;2;16;0;92;221;24;24;8;73;35;1;0;4
T;0;1;10;1;128;164;18;18;0;58;24;1;0;2
F;0;1;4;0;9;4399;18;18;3;22;7;0;0;2
T;0;0;3;1;0;2;7;7;4;0;5;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;3;14;7;7;1;7;26;0;0;1
F;0;0;3;0;2;7;9;9;2;4;27;0;0;0
F;0;0;0;1;0;0;34;34;1;0;11;3;1;0
F;0;0;2;0;0;0;2;2;3;0;0;0;0;0
F;2;1;4;0;5;6;1;1;1;0;0;3;1;1
T;0;0;18;1;60;422;31;31;3;21;26;4;2;5
T;1;0;17;1;170;178;23;23;6;200;61;14;9;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;1;1;1;0;0;0;0;0
F;0;0;14;0;7;39;14;14;1;25;43;7;2;5
F;0;0;0;0;0;0;50;50;0;0;0;0;0;0
T;1;0;5;0;1;5;22;22;2;0;1;0;0;1
F;0;0;3;0;0;0;11;11;1;0;2;1;1;0
T;0;0;11;0;9;84;6;6;6;7;0;0;0;8
F;0;0;1;0;0;0;8;8;1;0;8;0;0;0
F;0;0;0;0;0;0;3;3;1;0;0;0;0;0
F;0;0;1;0;1;2;0;0;0;0;5;0;0;0
F;0;0;0;0;0;0;3;3;2;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;19;1;15;35;8;8;6;13;6;1;0;7
F;0;0;2;0;0;0;4;4;1;0;10;0;0;0
F;0;0;0;0;0;0;2;2;1;0;0;0;0;0
T;0;0;2;1;0;1;18;18;0;0;7;0;0;0
F;0;0;0;0;0;0;3;3;0;0;0;2;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;6;1;0;5;9;9;10;0;7;3;0;0
F;0;0;1;0;0;1;11;11;1;0;6;0;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;11;0;0;10;1;1;0;6;11;5;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;2;0;1;7;12;12;4;3;6;4;0;1
F;0;0;6;0;8;13;17;17;3;3;4;0;0;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;1;0;1;12;12;1;0;9;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;3;0;3;4;5;5;1;0;5;3;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;2;1;16;2;2;15;20;20;0;5;38;5;1;2
F;0;0;2;0;1;2;0;0;0;0;1;0;0;0
T;0;1;0;0;0;0;11;11;0;0;1;0;0;0
F;0;0;2;0;0;2;1;1;0;0;14;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;16;0;1;1;37;37;1;0;60;2;0;0
T;0;0;3;0;10;19;24;24;0;5;20;0;0;1
F;0;0;1;0;0;0;0;0;0;0;7;0;0;0
T;1;0;3;2;8;17;7;7;0;7;11;3;0;0
T;0;0;37;1;47;890;44;44;7;61;27;1;1;15
T;0;0;1;1;1;2;41;41;5;1;3;7;3;0
F;0;0;0;0;0;0;0;0;0;0;2;0;0;0
