clase;edx.forum.response.created;edx.forum.thread.created;load_video;openassessment.upload_file;pause_video;play_video;problem_check;problem_graded;problem_show;seek_video;seq_goto;seq_next;seq_prev;stop_video
T;0;0;25;1;8;29;18;18;7;1;55;3;1;1
F;1;0;10;0;27;32;32;32;4;10;102;9;2;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;17;0;24;48;22;22;0;23;24;1;0;3
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;0;0;0;11;11;0;0;0;1;0;0
T;0;0;8;0;12;26;37;37;1;20;1;1;0;1
T;0;0;6;1;21;50;14;14;0;29;4;0;0;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;2;0;0;9;9;2;0;0;2;1;0
T;0;0;3;0;3;10;18;18;1;2;2;0;0;1
F;1;0;1;0;1;2;0;0;0;1;0;1;1;0
F;0;0;5;0;4;93;56;56;1;13;31;2;0;0
F;0;1;2;0;2;3;3;3;0;0;9;0;0;1
T;0;0;8;1;5;15;6;6;2;6;9;5;0;4
T;0;0;4;1;1;3;11;11;3;0;3;6;3;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;54;1;211;238;12;12;4;45;71;21;13;8
T;0;1;6;1;4;12;12;12;2;7;4;3;2;4
T;8;0;50;2;40;220;15;15;2;133;68;1;1;26
F;0;0;3;0;2;2;0;0;0;0;11;0;0;0
T;0;0;12;0;6;9;10;10;0;0;26;2;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;6;6;2;0;4;0;0;0
T;0;1;3;1;1;8;19;18;0;7;12;1;0;0
F;0;0;0;0;0;0;7;7;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;24;2;20;23;80;80;1;1;79;5;0;9
T;0;0;20;1;24;19384;11;12;7;69;24;4;0;2
T;0;0;3;1;3;19;14;14;1;14;11;4;2;1
F;0;0;0;0;0;0;4;4;1;0;5;0;0;0
T;0;0;18;0;3;17;10;10;3;3;22;2;1;0
T;0;0;6;1;0;0;43;43;2;0;32;1;0;0
T;0;0;19;1;32;74;17;17;2;37;48;12;0;5
F;0;0;2;0;4;4;2;2;0;0;13;1;0;0
T;0;0;10;2;17;104;63;63;3;27;33;5;3;4
F;0;0;1;0;0;5;0;0;0;4;0;0;0;0
F;0;0;4;0;4;13;1;1;1;0;0;1;0;2
F;0;0;2;0;2;2;5;5;0;0;8;0;0;0
F;0;0;2;0;0;4;2;2;0;2;4;0;0;0
F;0;0;0;0;0;0;9;9;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;3;1;0;1;8;8;0;0;21;3;2;0
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
F;0;1;4;0;3;3;0;0;0;0;1;1;1;1
T;0;0;0;0;0;0;52;52;4;0;36;4;0;0
F;0;0;0;0;0;0;2;2;2;0;1;0;0;0
F;0;0;11;0;2;9;6;6;1;0;27;0;2;0
F;1;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;2;0;1;3;2;2;1;0;3;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;2;6;1;0;107;15;15;7;37;6;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;3;4;1;2;10;10;4;1;1;11;7;1
F;0;0;3;0;2;3;0;0;0;0;0;1;0;0
T;0;0;5;0;8;1954;29;29;1;15;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;12;0;21;44;52;52;1;16;19;4;0;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;2;12;0;5;155;12;12;3;21;17;10;2;2
T;0;0;43;1;30;91;19;19;0;19;94;0;0;15
F;0;0;5;0;2;3;4;4;0;0;0;1;0;0
T;1;0;1;1;4;4;9;9;2;0;0;5;0;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;6;1;0;9;31;31;1;6;1;2;1;0
F;0;0;0;0;0;0;6;6;2;0;8;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;2;1;20;1;15;25;35;35;2;5;25;4;0;14
T;0;0;20;1;24;263;13;13;0;26;16;5;0;9
T;0;0;0;0;0;0;6;6;0;0;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;1;0;0;4;3;2;1;1;0;0;0;0
F;0;0;0;0;0;0;21;21;1;0;3;0;0;0
T;0;0;3;1;2;10;18;18;1;0;9;1;0;1
T;1;0;12;1;0;45;41;41;2;19;41;16;4;0
T;0;0;4;0;2;8;19;19;1;4;3;0;0;1
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
F;0;0;1;1;0;0;11;11;0;0;9;5;3;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;9;0;8;10;34;34;8;1;2;3;1;5
F;0;0;3;0;0;0;0;0;0;0;6;0;0;0
F;0;0;1;0;0;0;19;19;3;0;0;0;0;0
T;0;0;3;2;1;2;8;9;2;0;6;0;0;1
F;0;0;2;0;7;8;3;3;0;0;8;0;0;0
T;0;0;0;0;0;0;6;6;0;0;0;0;0;0
F;0;0;1;0;0;0;0;0;0;0;1;0;0;0
T;0;0;5;0;3;10;41;41;7;5;0;1;0;2
T;0;0;4;1;0;1;33;33;1;0;26;2;0;0
F;0;1;12;0;9;12;17;17;1;5;9;7;1;2
F;0;0;0;0;0;0;0;0;0;0;5;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;3;1;11;21;25;25;2;10;11;1;0;1
T;0;1;9;1;16;20;12;12;9;13;1;3;0;6
T;0;0;39;0;114;785;15;15;3;180;65;0;0;12
F;0;0;10;0;5;6;3;3;0;0;8;0;0;3
T;3;2;1;0;0;0;8;8;0;0;2;3;0;0
F;1;0;2;0;3;5;9;9;3;1;9;2;1;2
T;0;3;29;1;103;173;72;55;15;77;62;11;3;11
F;0;0;5;0;3;34;6;6;0;1;15;0;0;0
T;0;0;7;1;27;39;21;21;4;11;1;0;0;4
T;1;1;5;0;2;8;7;7;2;0;0;1;0;2
F;0;0;4;0;2;4;4;4;0;1;4;0;0;2
F;0;0;2;0;2;3;0;0;0;0;6;0;0;0
T;0;0;1;0;1;2;13;13;4;0;22;1;0;1
F;0;0;11;0;44;90;6;6;1;46;0;2;1;2
F;0;1;0;0;0;0;0;0;0;0;1;0;0;0
F;0;0;1;0;0;2;0;0;0;0;2;0;0;0
T;0;0;16;0;28;2080;8;8;4;42;0;0;0;17
T;0;0;9;3;32;69;19;19;0;33;6;1;0;4
F;0;0;3;0;0;0;0;0;0;0;4;1;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;18;0;126;174;6;6;2;11;114;5;5;3
T;0;0;3;0;0;1;10;10;5;0;1;1;0;0
T;0;0;4;0;0;0;16;16;8;0;1;0;0;0
F;0;0;0;0;0;0;5;5;1;0;0;0;0;0
F;1;0;3;0;1;2;0;0;0;0;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;2;0;0;18;18;1;0;7;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;2;2;1;1;19;19;2;0;3;3;1;0
T;0;0;9;1;160;201;44;44;1;25;8;4;1;3
F;0;0;1;0;2;2;0;0;0;0;0;0;0;0
F;0;0;2;0;2;2;0;0;0;0;0;1;0;1
F;0;0;6;0;3;3;0;0;0;0;25;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;1;0;10;3;14;2335;13;13;4;8;1;11;2;4
T;0;0;8;1;13;53;57;57;5;8;7;3;1;4
T;2;0;13;1;16;36;35;35;7;17;77;11;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;2;0;15;0;7;32;140;140;12;20;31;5;0;4
T;0;1;11;0;3;31;15;14;10;25;62;7;5;0
F;0;0;0;0;0;0;5;5;1;0;0;0;0;0
T;3;2;4;1;0;3;7;7;1;1;33;3;1;0
F;0;1;0;0;0;0;0;0;0;0;86;0;0;0
F;0;1;2;0;0;2;6;6;4;0;6;2;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;6;1;5;8;15;15;0;2;6;8;1;0
F;1;1;13;0;58;76;6;6;2;22;20;5;0;8
T;0;0;13;1;12;21;10;10;2;0;27;0;0;2
T;0;0;0;1;0;0;9;9;1;0;2;1;0;0
F;1;0;3;0;0;0;9;9;0;0;4;0;0;0
F;0;0;2;0;15;38;17;17;8;23;4;1;0;0
T;0;0;18;1;8;38;24;24;4;29;18;4;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;8;8;5;0;12;0;0;0
F;0;0;0;0;0;0;9;10;1;0;0;0;0;0
T;0;0;0;0;0;0;26;26;2;0;0;1;0;0
F;0;0;3;0;2;3;0;0;0;0;2;0;0;1
F;0;0;1;0;0;1;6;6;1;0;0;0;0;0
T;0;0;20;2;7;28;47;47;1;14;22;2;0;5
T;0;0;0;0;0;0;8;8;1;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;2;0;0;0
F;1;0;1;0;0;0;8;8;1;0;3;2;0;0
T;0;0;1;0;0;3;22;22;3;2;3;1;0;0
T;0;0;20;1;34;192;14;14;0;43;21;7;6;7
T;0;0;25;1;22;32;23;23;2;4;18;19;4;11
T;1;0;37;1;27;52;22;22;4;2;97;11;2;15
T;1;0;0;0;0;0;8;8;2;0;1;1;0;0
T;0;0;16;1;9;24;18;18;13;4;0;3;2;5
T;0;1;21;0;83;122;31;31;7;40;5;2;1;9
T;0;0;0;5;0;0;10;10;0;0;12;2;2;0
F;0;0;1;0;0;0;0;0;0;0;0;3;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;7;7;1;0;1;0;0;0
T;0;0;1;1;0;0;9;9;4;0;1;0;0;0
F;0;0;4;0;16;20;0;0;0;10;7;0;0;2
T;0;0;5;3;2;19;110;110;3;8;13;4;1;1
T;1;1;6;4;3;23;42;42;7;16;10;8;4;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;1;1;6;6;0;0;4;0;0;0
T;0;0;0;1;0;0;14;14;6;0;1;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;6;0;0;7;20;20;0;4;6;2;0;0
F;0;0;0;0;0;0;0;0;0;0;5;0;0;0
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
T;0;0;11;1;6;13;36;36;7;5;10;3;1;6
F;0;2;18;1;33;54;18;18;1;18;29;0;0;5
T;0;0;4;1;0;1;6;6;1;0;3;3;0;0
T;1;2;4;1;2;3;15;15;1;0;7;1;1;1
F;0;0;3;0;27;38;7;7;0;17;11;1;0;3
T;2;4;9;0;3;5;100;100;6;0;38;8;1;1
T;0;0;0;1;0;0;36;36;0;0;3;0;0;0
F;0;0;0;0;0;0;13;13;0;0;1;0;0;0
T;1;0;18;1;59;90;26;26;5;20;5;7;5;9
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;11;1;4;7;19;19;5;5;3;0;0;1
T;0;0;5;2;10;21;24;24;3;1;28;11;2;3
T;0;0;38;0;164;375;59;59;5;115;38;2;0;4
T;0;0;0;2;0;0;22;22;2;0;29;2;0;0
T;0;1;21;0;16;31;16;16;8;13;5;6;0;4
F;0;0;2;0;2;3;0;0;0;0;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;2;1;0;0;11;11;6;0;7;4;2;0
F;0;0;4;0;2;6;3;3;1;0;6;0;0;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;2;3;12;1;6;23;9;9;5;10;8;0;1;4
T;0;1;47;3;57;382;42;42;19;89;89;9;4;21
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;10;0;12;121;18;18;5;23;6;8;1;7
T;0;0;4;0;1;5;14;14;1;4;13;3;1;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;2;0;0;18;18;5;0;27;5;3;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;4;4;0;0;4;0;0;0
T;0;0;16;2;4;30;38;38;1;18;60;1;0;0
F;0;0;0;0;0;0;4;4;0;0;0;0;0;0
T;1;1;4;0;1;5;9;9;1;1;2;0;0;1
T;0;0;0;0;0;0;15;15;1;0;0;0;0;0
T;0;0;1;1;0;0;34;34;24;0;14;0;0;0
F;0;0;1;0;0;0;12;12;2;0;8;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;20;1;27;63;20;20;0;19;23;2;1;6
F;0;0;1;0;0;1;5;5;1;0;3;2;0;0
F;0;1;1;0;0;0;77;77;8;0;67;6;2;0
F;0;0;21;0;29;471;41;41;0;40;33;3;0;4
F;0;0;0;0;0;0;2;2;0;0;0;0;0;0
T;0;0;0;0;0;0;33;33;5;0;1;1;0;0
T;0;0;1;0;1;8;6;6;0;1;0;0;0;0
F;1;0;2;0;1;1;0;0;0;0;2;0;0;1
F;0;0;2;0;1;1;0;0;0;0;2;0;0;1
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
T;0;0;6;1;2;4;33;33;0;0;3;3;2;2
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;4;0;1;1;6;6;0;0;46;3;0;0
T;0;0;27;2;200;230;22;22;1;49;40;7;7;7
F;0;0;1;0;0;0;0;0;0;0;6;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;6;2;2;4;22;22;8;3;4;3;1;1
T;0;1;16;1;17;186;34;34;2;58;3;2;1;8
F;0;0;0;0;0;0;0;0;0;0;3;0;0;0
T;0;0;3;1;2;9;36;36;0;7;3;4;2;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;5;0;3;5;10;10;1;1;7;10;3;0
T;1;0;3;0;2;5;16;16;4;0;1;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;0;1;0;0;0;0;0;0;0;0
F;1;0;3;0;3;25;78;78;0;4;25;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;1;1;0
F;0;0;2;1;2;5;10;10;3;2;14;1;0;1
T;0;1;3;0;0;3;15;15;2;1;19;0;0;0
T;2;2;43;1;264;687;28;28;12;172;220;1;0;10
T;0;1;9;1;6;14;37;37;8;4;12;5;3;1
T;0;0;3;1;4;18;10;10;0;0;2;5;1;1
T;0;0;11;5;24;55;22;22;2;32;38;0;1;7
T;4;0;9;0;15;436;27;27;7;2;31;1;1;11
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;1;2;0;0;0;0;0;0;0;4;0;0;0
T;3;0;3;1;0;0;9;9;4;0;3;1;0;0
T;0;0;9;0;36;64;17;17;6;60;1;0;0;5
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;15;0;90;134;13;13;2;45;12;0;0;7
F;2;0;9;0;4;310;8;8;0;17;1;1;0;2
F;0;0;5;0;0;1;7;7;2;0;0;0;0;0
F;0;0;33;1;10;80;28;28;2;31;77;9;6;3
T;0;0;10;0;2;20;12;12;6;16;20;2;1;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;31;1;52;531;19;19;0;24;38;18;8;10
F;0;0;0;0;0;0;1;1;0;0;0;0;0;0
T;0;0;7;1;13;61;23;23;2;33;1;8;2;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;10;10;4;0;0;0;0;0
F;0;1;0;0;0;0;13;13;2;0;7;4;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;0;6;2;2;2;5;7;0;0;0
T;1;5;29;1;220;295;23;23;1;12;86;9;8;17
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;4;1;1;2;8;8;0;4;0;7;3;1
T;0;0;14;1;2;10;150;150;13;6;37;11;2;2
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
T;0;0;0;3;0;0;8;8;2;0;9;2;0;0
T;0;0;1;1;0;0;29;29;4;1;10;2;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;2;13;2;11;45;49;49;5;31;32;5;2;6
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;3;3;3;0;0;0;0;0
T;0;1;10;0;80;86;7;7;0;11;14;2;1;1
T;0;0;0;0;0;0;25;25;1;0;0;0;0;0
T;0;0;0;1;0;0;17;17;3;0;6;3;0;0
F;0;0;1;0;3;4;1;1;1;0;4;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;9;1;15;28;31;31;7;15;29;2;1;4
F;0;0;14;0;45;87;9;9;5;40;22;14;6;5
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
F;0;0;16;0;13;27;4;4;1;13;13;9;7;2
T;0;0;3;1;5;10;71;71;3;9;5;3;0;0
F;0;0;3;0;1;4;0;0;0;1;1;5;3;1
F;0;0;0;0;0;0;0;0;0;0;1;0;0;0
T;0;0;3;1;0;0;17;17;0;0;3;1;0;0
F;0;0;1;0;0;0;0;0;0;0;2;0;0;0
F;0;1;4;0;1;3;24;24;0;0;5;0;0;1
T;0;0;9;1;5;7;37;37;3;1;4;0;0;4
T;0;0;1;1;0;0;10;10;0;0;6;0;0;0
T;0;0;0;0;0;0;11;11;0;0;0;0;0;0
T;0;0;8;2;14;2491;31;31;3;26;4;3;2;4
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
F;1;0;0;0;0;0;0;0;0;0;5;0;0;0
T;0;0;5;0;0;7;56;56;2;6;0;1;0;0
F;1;0;1;0;0;0;0;0;0;0;11;0;0;0
T;0;0;9;1;7;8;24;24;1;0;36;3;1;2
T;0;0;10;1;2;2;19;19;2;0;27;2;0;1
T;1;0;6;0;4;16;8;8;1;10;0;1;0;1
T;0;0;0;1;0;0;10;10;4;0;0;1;0;0
T;0;0;1;1;1;1;16;16;1;0;2;1;0;1
T;0;0;5;1;1;3;35;35;2;0;12;8;2;0
F;0;0;1;0;0;0;0;0;0;0;0;1;0;0
F;0;0;1;0;0;0;2;2;2;0;0;0;0;0
F;0;0;2;0;0;1;0;0;0;0;3;0;0;0
T;0;0;9;0;4;9;32;32;5;2;22;1;0;3
F;0;0;0;0;0;0;75;75;4;0;44;0;1;0
T;0;0;0;1;0;0;12;12;0;0;6;2;1;0
T;0;1;26;3;16;28;29;29;3;4;54;4;2;8
T;0;0;8;1;16;36;13;13;3;18;6;1;0;10
F;0;1;8;0;65;116;22;22;1;51;7;1;1;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;1;0;0;64;64;8;0;1;2;2;0
T;0;0;3;1;1;2;8;8;2;0;0;2;1;1
F;0;0;0;0;0;0;2;2;1;0;8;0;0;0
T;0;1;5;1;1;5;18;18;0;3;8;2;1;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;2;0;3;11;0;0;0;6;1;0;0;1
T;0;0;0;0;0;0;26;26;8;0;0;0;0;0
T;0;0;7;2;14;298;25;25;1;34;2;6;4;7
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;0;0;0;0;6;6;3;0;0;0;0;0
T;0;0;27;1;28;75;41;41;3;55;52;5;0;11
T;0;0;9;0;2;6;18;18;0;0;20;0;1;1
T;0;0;6;0;7;13;45;45;5;6;7;0;0;2
T;0;0;4;1;7;47;21;21;1;42;0;6;5;0
T;0;0;1;1;0;0;55;55;6;0;2;2;1;0
F;0;1;8;0;2;8;36;36;1;0;11;2;0;1
T;0;0;2;0;0;0;82;82;6;0;6;0;0;0
T;0;0;2;2;1;2;10;10;6;3;3;2;0;0
T;0;0;0;1;0;0;13;13;3;0;0;4;3;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;1;0;9;0;6;595;0;0;0;22;5;2;2;3
F;1;0;8;0;8;18;6;6;0;7;0;1;0;2
T;0;1;9;2;3;6;14;14;1;2;27;0;0;1
T;0;0;8;1;3;7;33;33;2;0;9;8;5;1
T;0;0;0;1;0;0;14;14;5;0;0;2;1;0
F;0;0;1;0;0;1;0;0;0;0;0;0;0;0
F;0;0;1;0;0;0;0;0;0;0;0;0;0;0
T;0;1;0;1;0;0;6;6;0;0;0;1;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;3;5;36;1;307;414;11;11;0;83;14;4;1;33
T;0;0;1;0;0;1;10;10;2;0;2;0;0;0
T;0;0;21;0;32;512;22;22;6;83;69;6;0;3
T;0;0;2;1;2;5;13;13;0;0;0;1;0;2
T;0;0;4;0;3;18;10;10;1;12;17;2;2;3
F;0;0;0;0;0;0;12;12;3;0;0;0;0;0
F;0;0;1;0;0;7;6;6;0;0;0;0;0;0
T;0;1;5;1;6;9;14;14;0;1;16;1;0;1
T;8;3;1;1;0;0;159;160;2;0;25;3;5;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;1;10;1;2;8;7;7;2;0;20;6;3;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;0;0;1;1;0;1;18;18;2;0;4;2;0;0
T;0;0;11;1;11;19;40;40;12;3;10;4;0;7
T;0;0;1;0;0;1;7;7;0;0;2;2;0;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T;9;0;7;4;2;9;147;147;9;5;19;3;2;1
T;0;0;0;0;0;0;91;91;9;0;30;0;0;0
T;0;0;5;0;5;16;29;29;5;9;1;0;0;1
T;0;0;1;2;0;0;10;10;2;0;2;3;2;0
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F;0;0;18;0;93;100;11;11;2;14;26;0;0;3
T;0;0;8;0;11;31;15;15;0;11;30;3;1;4
F;0;0;0;0;0;0;5;5;1;0;0;0;0;0
T;0;1;4;1;2;4;12;12;3;4;6;0;0;1
F;0;0;0;0;0;0;0;0;0;0;0;0;0;0
